"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X310","2020-02-08 16:00:00","9.000","358.000","11.000","18.000","0.720","1020.700","","0.000","-99.000","-99.000","-99.000","19.300","","15.300",""
"C0K280","2020-02-08 16:00:00","23.000","354.000","7.600","17.400","0.710","1020.700","","0.000","15.100","343.000","","19.900","","14.800",""
"C0M650","2020-02-08 16:00:00","20.000","359.000","5.200","18.100","0.670","1019.000","","0.000","11.600","5.000","","20.200","","14.500",""
"C0D570","2020-02-08 16:00:00","15.000","16.000","1.800","15.600","0.780","1022.800","","0.000","7.900","25.000","","17.300","","14.500",""
"C0M710","2020-02-08 16:00:00","15.000","3.000","8.500","17.100","0.710","1019.400","","0.000","15.000","4.000","","18.900","","15.000",""
"C0V490","2020-02-08 16:00:00","20.000","357.000","2.700","22.000","0.620","1017.700","","0.000","-99.000","-99.000","-99.000","23.600","","15.600",""
"C0E870","2020-02-08 16:00:00","34.000","33.000","4.900","16.000","0.690","1021.500","","0.000","12.100","23.000","","17.400","","14.800",""
"C0M800","2020-02-08 16:00:00","440.000","0.000","0.200","21.900","0.610","969.200","","0.000","-99.000","-99.000","-99.000","23.700","","14.400",""
"C0A570","2020-02-08 16:00:00","360.000","0.000","0.000","12.500","0.980","984.000","","1.500","-99.000","-99.000","-99.000","12.900","","11.500",""
"C0S790","2020-02-08 16:00:00","236.000","349.000","0.700","17.400","0.850","996.800","","0.000","-99.000","-99.000","-99.000","19.800","","16.300",""
"C0D590","2020-02-08 16:00:00","143.000","46.000","4.400","13.500","0.850","1008.700","","0.000","11.600","48.000","","14.700","","13.400",""
"C0U990","2020-02-08 16:00:00","31.000","4.000","1.900","16.500","0.660","1022.900","","0.000","-99.000","-99.000","-99.000","17.600","","15.800",""
"C0M700","2020-02-08 16:00:00","150.000","324.000","1.000","20.400","0.620","1003.500","","0.000","-99.000","-99.000","-99.000","22.700","","14.500",""
"C0A970","2020-02-08 16:00:00","96.000","15.000","10.700","14.900","0.990","1014.300","","0.000","15.900","11.000","","15.800","","14.100",""
"CM0110","2020-02-08 16:00:00","7.000","18.000","8.000","17.000","0.660","1021.000","","-99.000","15.400","10.000","","18.000","","15.500",""
"C0S940","2020-02-08 16:00:00","150.000","3.000","1.200","16.900","0.870","1005.800","","0.500","-99.000","-99.000","-99.000","18.200","","16.300",""
"C0X250","2020-02-08 16:00:00","33.000","12.000","4.300","19.200","0.650","1016.800","","0.000","9.500","3.000","","21.500","","14.300",""
"C0K520","2020-02-08 16:00:00","10.000","15.000","5.100","17.000","0.710","1019.000","","0.000","13.700","343.000","","19.000","","15.000",""
"C0Z200","2020-02-08 16:00:00","153.000","11.000","1.400","15.900","0.990","1007.200","","2.500","-99.000","-99.000","-99.000","17.900","","15.200",""
"C0V740","2020-02-08 16:00:00","60.000","284.000","2.700","23.900","0.530","1013.300","","0.000","-99.000","-99.000","-99.000","25.500","","14.700",""
"C0V790","2020-02-08 16:00:00","410.000","245.000","4.300","23.400","0.510","971.400","","0.000","-99.000","-99.000","-99.000","25.400","","15.700",""
"C0G860","2020-02-08 16:00:00","45.000","337.000","3.100","19.900","0.550","1014.500","","0.000","-99.000","-99.000","-99.000","22.400","","14.100",""
"C0F0A0","2020-02-08 16:00:00","3587.000","197.000","6.100","-2.100","0.930","662.600","","0.500","17.000","198.000","","-1.300","","-4.200",""
"C0Z250","2020-02-08 16:00:00","1124.000","0.000","0.000","10.500","0.990","896.800","","12.500","-99.000","-99.000","-99.000","11.800","","10.400",""
"C0K440","2020-02-08 16:00:00","35.000","338.000","9.500","17.300","0.770","1016.900","","0.000","-99.000","-99.000","-99.000","18.900","","14.300",""
"C0T900","2020-02-08 16:00:00","160.000","140.000","0.500","15.300","0.850","1004.000","","2.000","-99.000","-99.000","-99.000","17.900","","14.900",""
"C0F9V0","2020-02-08 16:00:00","525.000","11.000","3.500","16.100","0.760","960.200","","0.000","-99.000","-99.000","-99.000","19.500","","11.400",""
"C0UA20","2020-02-08 16:00:00","2619.000","207.000","2.200","7.400","0.670","-99.000","","0.000","-99.000","-99.000","-99.000","11.000","","1.800",""
"C0M850","2020-02-08 16:00:00","695.000","0.000","0.000","21.700","0.630","939.700","","0.000","-99.000","-99.000","-99.000","23.500","","13.000",""
"C0I360","2020-02-08 16:00:00","300.000","269.000","4.100","20.800","0.550","983.800","","0.000","-99.000","-99.000","-99.000","22.100","","13.200",""
"C0M810","2020-02-08 16:00:00","1354.000","204.000","0.900","14.600","0.870","870.200","","0.000","-99.000","-99.000","-99.000","17.500","","11.800",""
"C0AC80","2020-02-08 16:00:00","40.000","61.000","0.400","15.700","0.730","1020.400","","0.000","-99.000","-99.000","-99.000","15.700","","14.000",""
"CM0140","2020-02-08 16:00:00","26.000","71.000","1.500","19.200","0.630","1020.400","","0.000","-99.000","-99.000","-99.000","20.800","","17.900",""
"C0SA20","2020-02-08 16:00:00","857.000","21.000","2.800","12.100","1.000","925.400","","0.000","7.900","20.000","","14.800","","12.100",""
"C0K490","2020-02-08 16:00:00","91.000","325.000","3.500","19.900","0.580","1009.600","","0.000","-99.000","-99.000","-99.000","22.000","","14.700",""
"C0V820","2020-02-08 16:00:00","441.000","218.000","1.800","22.200","0.590","970.900","","0.000","-99.000","-99.000","-99.000","25.100","","14.200",""
"C0S810","2020-02-08 16:00:00","65.000","9.000","1.400","18.700","0.700","1017.900","","0.000","7.400","65.000","","22.900","","18.200",""
"C0R580","2020-02-08 16:00:00","10.000","245.000","2.000","22.500","0.730","1018.500","","0.000","-99.000","-99.000","-99.000","23.700","","15.300",""
"C0Z330","2020-02-08 16:00:00","488.000","355.000","1.600","13.500","0.990","969.000","","2.000","-99.000","-99.000","-99.000","15.300","","13.500",""
"C0E590","2020-02-08 16:00:00","40.000","23.000","4.600","15.800","0.740","1017.500","","0.000","12.000","36.000","","18.100","","14.100",""
"C0D540","2020-02-08 16:00:00","227.000","52.000","2.500","14.300","0.770","998.500","","0.000","8.200","59.000","","16.200","","12.500",""
"C0K420","2020-02-08 16:00:00","42.000","10.000","5.100","17.900","0.630","1015.800","","0.000","12.500","5.000","","20.200","","13.600",""
"C0Z180","2020-02-08 16:00:00","34.000","181.000","0.600","16.900","0.840","1019.900","","0.500","-99.000","-99.000","-99.000","19.300","","16.600",""
"C0AD10","2020-02-08 16:00:00","27.000","29.000","3.300","15.400","0.720","1022.000","","0.000","9.800","13.000","","15.700","","14.400",""
"C0M720","2020-02-08 16:00:00","225.000","308.000","3.100","19.000","0.640","993.900","","0.000","-99.000","-99.000","-99.000","21.100","","13.300",""
"C0V450","2020-02-08 16:00:00","51.000","310.000","2.100","23.100","0.550","1013.400","","0.000","-99.000","-99.000","-99.000","24.800","","14.200",""
"C0R280","2020-02-08 16:00:00","242.000","58.000","2.600","18.800","0.860","993.300","","5.000","10.100","74.000","","19.800","","17.200",""
"C0E610","2020-02-08 16:00:00","850.000","357.000","0.600","12.100","0.800","925.700","","0.000","-99.000","-99.000","-99.000","14.700","","8.600",""
"C0V610","2020-02-08 16:00:00","22.000","337.000","3.900","23.000","0.590","1017.000","","0.000","-99.000","-99.000","-99.000","23.100","","14.000",""
"C0Z310","2020-02-08 16:00:00","59.000","276.000","1.800","17.900","0.710","1017.100","","0.000","-99.000","-99.000","-99.000","19.400","","17.100",""
"C0S700","2020-02-08 16:00:00","507.000","61.000","0.600","14.600","0.970","965.700","","0.500","-99.000","-99.000","-99.000","16.000","","14.500",""
"C0T9G0","2020-02-08 16:00:00","605.000","43.000","1.800","11.900","1.000","956.100","","4.500","-99.000","-99.000","-99.000","13.900","","11.900",""
"C0U520","2020-02-08 16:00:00","517.000","55.000","0.900","11.800","0.990","968.000","","0.000","-99.000","-99.000","-99.000","14.500","","11.200",""
"C0E750","2020-02-08 16:00:00","62.000","36.000","3.900","15.900","0.680","1016.800","","0.000","9.300","44.000","","17.000","","14.500",""
"C0G660","2020-02-08 16:00:00","27.000","356.000","5.600","18.900","0.620","1019.900","","0.000","-99.000","-99.000","-99.000","21.000","","15.000",""
"C0W140","2020-02-08 16:00:00","21.000","66.000","5.400","14.200","0.640","1023.400","","0.000","10.800","46.000","","14.600","","12.200",""
"C0U720","2020-02-08 16:00:00","1260.000","19.000","2.600","7.800","1.000","894.000","","1.500","-99.000","-99.000","-99.000","9.200","","7.800",""
"C0R690","2020-02-08 16:00:00","248.000","14.000","2.300","20.100","0.790","991.500","","0.500","10.000","8.000","","21.700","","17.600",""
"C0X150","2020-02-08 16:00:00","18.000","17.000","4.200","20.300","0.680","1019.800","","0.000","-99.000","-99.000","-99.000","22.400","","14.400",""
"C0Z050","2020-02-08 16:00:00","830.000","0.000","0.200","11.800","0.930","930.700","","0.000","-99.000","-99.000","-99.000","13.400","","11.800",""
"C0I490","2020-02-08 16:00:00","1601.000","262.000","3.600","17.500","0.590","845.800","","0.000","-99.000","-99.000","-99.000","20.200","","9.900",""
"C0I090","2020-02-08 16:00:00","910.000","298.000","1.000","17.400","0.760","918.000","","0.000","-99.000","-99.000","-99.000","19.000","","12.400",""
"C0X240","2020-02-08 16:00:00","394.000","326.000","1.300","19.100","0.650","975.600","","0.000","-99.000","-99.000","-99.000","21.600","","12.300",""
"C0S990","2020-02-08 16:00:00","409.000","18.000","4.800","17.000","0.840","975.400","","0.000","-99.000","-99.000","-99.000","18.400","","16.500",""
"C0E850","2020-02-08 16:00:00","104.000","35.000","1.700","15.400","0.730","1011.100","","0.000","7.800","9.000","","17.100","","13.900",""
"C0T9B0","2020-02-08 16:00:00","558.000","251.000","1.300","12.200","0.990","960.100","","6.500","-99.000","-99.000","-99.000","14.300","","12.200",""
"C0G650","2020-02-08 16:00:00","34.000","358.000","2.500","19.900","0.570","1016.700","","0.000","-99.000","-99.000","-99.000","23.300","","13.800",""
"C0K580","2020-02-08 16:00:00","26.000","355.000","5.100","18.400","0.700","1019.200","","0.000","11.300","341.000","","21.300","","14.200",""
"C0X050","2020-02-08 16:00:00","25.000","10.000","4.600","20.600","0.670","1016.500","","0.000","-99.000","-99.000","-99.000","23.000","","14.600",""
"CM0100","2020-02-08 16:00:00","25.000","84.000","3.300","15.200","0.710","1021.900","","0.000","10.200","65.000","","16.200","","15.000",""
"C0AC70","2020-02-08 16:00:00","71.000","37.000","0.300","15.900","0.690","1017.000","","0.000","-99.000","-99.000","-99.000","16.000","","14.900",""
"CM0130","2020-02-08 16:00:00","11.000","344.000","7.400","18.000","0.700","1020.300","","0.000","-99.000","-99.000","-99.000","18.700","","15.700",""
"C0W110","2020-02-08 16:00:00","16.000","-99.000","-99.000","11.600","0.660","1025.900","","0.000","-99.000","-99.000","-99.000","11.900","","10.900",""
"C0R670","2020-02-08 16:00:00","26.000","77.000","2.600","22.300","0.620","1018.500","","0.000","11.600","81.000","","24.000","","20.700",""
"C0X120","2020-02-08 16:00:00","28.000","344.000","4.800","19.900","0.670","1018.400","","0.000","-99.000","-99.000","-99.000","21.800","","14.500",""
"C0R100","2020-02-08 16:00:00","1006.000","237.000","1.400","16.300","0.810","908.000","","0.000","-99.000","-99.000","-99.000","20.900","","13.400",""
"C0C700","2020-02-08 16:00:00","151.000","52.000","2.700","14.100","0.740","1008.000","","0.000","8.500","40.000","","14.500","","13.100",""
"CM0190","2020-02-08 16:00:00","280.000","18.000","4.300","15.000","0.710","990.400","","0.000","10.600","23.000","","17.600","","12.200",""
"C0W130","2020-02-08 16:00:00","18.000","15.000","8.700","16.300","0.690","1018.800","","0.000","19.500","18.000","","17.800","","16.200",""
"C0F9R0","2020-02-08 16:00:00","20.000","40.000","6.100","16.700","0.800","1020.200","","0.000","13.900","42.000","","18.500","","14.800",""
"C0V660","2020-02-08 16:00:00","25.000","353.000","3.500","22.800","0.530","1017.900","","0.000","-99.000","-99.000","-99.000","25.500","","15.000",""
"C0G780","2020-02-08 16:00:00","27.000","8.000","4.900","18.200","0.640","1018.000","","0.000","10.700","21.000","","20.100","","15.000",""
"C0C590","2020-02-08 16:00:00","72.000","27.000","3.400","14.200","0.800","1016.100","","0.000","10.500","15.000","","15.300","","13.700",""
"C0M790","2020-02-08 16:00:00","15.000","14.000","4.000","18.100","0.660","1017.900","","0.000","10.200","4.000","","20.500","","14.200",""
"C0R130","2020-02-08 16:00:00","1040.000","261.000","0.800","19.000","0.660","901.700","","0.000","-99.000","-99.000","-99.000","22.300","","13.800",""
"C0AH30","2020-02-08 16:00:00","755.000","3.000","5.600","10.200","1.000","938.400","","2.500","-99.000","-99.000","-99.000","11.600","","10.000",""
"C0X170","2020-02-08 16:00:00","50.000","28.000","2.900","22.000","0.590","1013.600","","0.000","-99.000","-99.000","-99.000","23.800","","15.200",""
"C0K291","2020-02-08 16:00:00","8.000","9.000","8.000","17.300","0.730","1020.300","","0.000","15.400","16.000","","19.100","","15.200",""
"C0D480","2020-02-08 16:00:00","223.000","37.000","0.300","14.100","0.870","997.700","","0.000","-99.000","-99.000","-99.000","15.900","","12.500",""
"C0F0C0","2020-02-08 16:00:00","983.000","16.000","1.000","15.000","0.840","909.400","","0.000","-99.000","-99.000","-99.000","20.100","","9.400",""
"C0U860","2020-02-08 16:00:00","5.000","45.000","1.000","16.300","0.700","1025.400","","0.000","-99.000","-99.000","-99.000","17.000","","15.800",""
"C0UA50","2020-02-08 16:00:00","808.000","314.000","2.500","8.700","1.000","931.900","","4.000","-99.000","-99.000","-99.000","10.300","","8.700",""
"C0X320","2020-02-08 16:00:00","30.000","358.000","5.900","20.800","0.610","1016.300","","0.000","-99.000","-99.000","-99.000","22.800","","14.600",""
"C0T960","2020-02-08 16:00:00","120.000","6.000","0.600","16.400","0.900","1010.000","","1.000","-99.000","-99.000","-99.000","17.800","","15.200",""
"C0SA80","2020-02-08 16:00:00","136.000","99.000","1.100","19.500","0.710","1006.500","","0.000","-99.000","-99.000","-99.000","20.900","","18.400",""
"C0E780","2020-02-08 16:00:00","160.000","333.000","1.300","15.500","0.730","1004.200","","0.000","-99.000","-99.000","-99.000","18.000","","13.700",""
"C0F9X0","2020-02-08 16:00:00","166.000","35.000","6.600","16.000","0.730","1001.900","","0.000","14.600","33.000","","17.900","","13.500",""
"C0F0D0","2020-02-08 16:00:00","3171.000","188.000","1.100","4.300","0.740","698.500","","0.000","-99.000","-99.000","-99.000","7.400","","-1.300",""
"C0S730","2020-02-08 16:00:00","110.000","44.000","10.700","18.800","0.830","1009.300","","0.500","17.200","54.000","","20.200","","18.100",""
"C0T790","2020-02-08 16:00:00","2830.000","281.000","0.800","7.100","0.620","728.200","","0.000","-99.000","-99.000","-99.000","10.900","","2.900",""
"C0M830","2020-02-08 16:00:00","540.000","307.000","0.900","22.000","0.580","958.600","","0.000","-99.000","-99.000","-99.000","24.500","","14.000",""
"C0V750","2020-02-08 16:00:00","50.000","348.000","2.900","22.300","0.560","1015.100","","0.000","8.200","351.000","","24.900","","15.200",""
"C0K530","2020-02-08 16:00:00","12.000","20.000","9.300","16.500","0.740","1020.000","","0.000","17.900","20.000","","17.700","","15.600",""
"C0M780","2020-02-08 16:00:00","30.000","26.000","3.600","19.000","0.620","1017.700","","0.000","-99.000","-99.000","-99.000","21.500","","13.900",""
"C0V360","2020-02-08 16:00:00","94.000","330.000","1.400","24.000","0.520","1008.400","","0.000","-99.000","-99.000","-99.000","26.700","","14.600",""
"C0K510","2020-02-08 16:00:00","10.000","4.000","5.800","17.600","0.700","1019.100","","0.000","11.800","359.000","","19.600","","14.700",""
"C0D650","2020-02-08 16:00:00","97.000","44.000","5.400","13.900","0.820","1013.500","","0.000","11.000","47.000","","15.100","","13.700",""
"C0V630","2020-02-08 16:00:00","19.000","353.000","3.100","20.800","0.590","1020.300","","0.000","-99.000","-99.000","-99.000","22.100","","14.800",""
"C0U910","2020-02-08 16:00:00","17.000","290.000","1.800","16.400","0.700","1023.500","","0.000","-99.000","-99.000","-99.000","17.000","","15.600",""
"C0U600","2020-02-08 16:00:00","10.000","343.000","1.300","15.900","0.720","1024.100","","0.000","-99.000","-99.000","-99.000","17.200","","15.400",""
"C0R590","2020-02-08 16:00:00","72.000","320.000","3.300","24.400","0.550","1010.700","","0.000","-99.000","-99.000","-99.000","25.300","","14.700",""
"C0A9E0","2020-02-08 16:00:00","26.000","56.000","1.100","16.200","0.640","1023.200","","0.000","-99.000","-99.000","-99.000","16.500","","15.200",""
"C0R480","2020-02-08 16:00:00","57.000","262.000","1.600","25.500","0.510","1012.700","","0.000","-99.000","-99.000","-99.000","26.000","","14.900",""
"C0X300","2020-02-08 16:00:00","70.000","17.000","1.800","20.700","0.610","1012.000","","0.000","-99.000","-99.000","-99.000","22.900","","14.900",""
"C0U970","2020-02-08 16:00:00","7.000","8.000","1.600","16.100","0.690","1026.000","","0.000","-99.000","-99.000","-99.000","17.000","","15.900",""
"C0R340","2020-02-08 16:00:00","230.000","26.000","3.700","20.800","0.740","994.000","","0.000","-99.000","-99.000","-99.000","22.900","","17.200",""
"C0M750","2020-02-08 16:00:00","10.000","10.000","8.000","17.700","0.700","1019.700","","0.000","13.700","12.000","","19.600","","15.000",""
"C0I110","2020-02-08 16:00:00","161.000","8.000","2.200","21.400","0.590","1002.200","","0.000","-99.000","-99.000","-99.000","23.300","","15.100",""
"C0V370","2020-02-08 16:00:00","74.000","320.000","1.100","23.200","0.560","1011.600","","0.000","-99.000","-99.000","-99.000","25.200","","14.600",""
"C0C690","2020-02-08 16:00:00","242.000","48.000","2.600","13.400","0.720","996.600","","0.000","-99.000","-99.000","-99.000","13.500","","12.400",""
"C0A540","2020-02-08 16:00:00","401.000","0.000","0.000","11.800","1.000","977.700","","1.000","-99.000","-99.000","-99.000","12.400","","11.100",""
"C0SA60","2020-02-08 16:00:00","6.000","2.000","2.000","18.500","0.770","1021.500","","0.000","-99.000","-99.000","-99.000","21.400","","18.500",""
"C0H950","2020-02-08 16:00:00","192.000","283.000","1.400","20.600","0.590","998.500","","0.000","-99.000","-99.000","-99.000","22.600","","13.800",""
"C0O960","2020-02-08 16:00:00","112.000","326.000","1.700","21.600","0.630","1006.800","","0.000","7.600","49.000","","24.000","","14.400",""
"C0E880","2020-02-08 16:00:00","507.000","58.000","6.400","13.300","0.900","962.800","","0.000","12.200","61.000","","15.800","","11.000",""
"C0AH10","2020-02-08 16:00:00","30.000","88.000","2.000","16.700","0.780","1021.700","","0.000","-99.000","-99.000","-99.000","16.700","","15.800",""
"C0R680","2020-02-08 16:00:00","13.000","48.000","3.900","21.800","0.740","1019.900","","5.000","10.800","26.000","","23.000","","20.100",""
"C0X210","2020-02-08 16:00:00","38.000","352.000","4.600","19.900","0.630","1014.400","","0.000","-99.000","-99.000","-99.000","21.800","","14.600",""
"C0D430","2020-02-08 16:00:00","87.000","0.000","0.200","15.900","0.740","1012.800","","0.000","7.100","325.000","","17.000","","14.200",""
"C0AD30","2020-02-08 16:00:00","20.000","344.000","0.400","16.400","0.660","1021.000","","0.000","-99.000","-99.000","-99.000","16.700","","15.300",""
"C0R240","2020-02-08 16:00:00","87.000","228.000","1.800","23.800","0.620","1009.100","","0.000","-99.000","-99.000","-99.000","25.800","","13.900",""
"C0AI30","2020-02-08 16:00:00","26.000","50.000","3.900","16.400","0.720","1023.400","","0.000","-99.000","-99.000","-99.000","16.600","","15.400",""
"C0U960","2020-02-08 16:00:00","1885.000","8.000","2.700","3.800","0.990","818.200","","0.500","-99.000","-99.000","-99.000","10.500","","3.300",""
"C0T9E0","2020-02-08 16:00:00","415.000","33.000","1.400","13.500","0.900","976.800","","3.000","-99.000","-99.000","-99.000","15.500","","13.500",""
"C0D550","2020-02-08 16:00:00","1956.000","313.000","0.300","8.400","0.690","814.800","","0.000","-99.000","-99.000","-99.000","14.400","","6.300",""
"C0C630","2020-02-08 16:00:00","209.000","45.000","2.700","14.000","0.750","1000.600","","0.000","-99.000","-99.000","-99.000","14.500","","12.700",""
"C0E610","2020-02-08 17:00:00","850.000","0.000","0.000","11.000","0.850","925.800","","0.000","-99.000","-99.000","-99.000","14.700","","8.600",""
"C0R600","2020-02-08 17:00:00","766.000","275.000","2.000","16.900","0.940","933.300","","0.000","-99.000","-99.000","-99.000","20.300","","16.000",""
"C0Z320","2020-02-08 17:00:00","646.000","277.000","0.300","11.900","1.000","949.700","","8.000","-99.000","-99.000","-99.000","14.200","","11.900",""
"C0V210","2020-02-08 17:00:00","734.000","221.000","3.000","19.700","0.650","937.400","","0.000","-99.000","-99.000","-99.000","24.000","","13.500",""
"C0K240","2020-02-08 17:00:00","1132.000","329.000","3.000","12.500","0.970","896.900","","0.000","-99.000","-99.000","-99.000","20.100","","12.400",""
"C0M520","2020-02-08 17:00:00","15.000","17.000","5.700","17.300","0.700","1019.300","","0.000","13.100","18.000","","20.700","","14.100",""
"C0A530","2020-02-08 17:00:00","300.000","0.000","0.000","12.200","0.990","990.800","","1.500","-99.000","-99.000","-99.000","13.000","","11.700",""
"C0E820","2020-02-08 17:00:00","220.000","31.000","4.500","14.200","0.740","997.500","","0.000","9.700","39.000","","16.100","","12.800",""
"C0K450","2020-02-08 17:00:00","35.000","352.000","7.000","17.100","0.670","1016.700","","0.000","-99.000","-99.000","-99.000","20.300","","14.300",""
"C0G760","2020-02-08 17:00:00","53.000","13.000","2.800","18.300","0.670","1017.800","","0.000","-99.000","-99.000","-99.000","22.200","","12.900",""
"CM0120","2020-02-08 17:00:00","4.000","33.000","9.300","16.400","0.690","1021.600","","0.000","18.500","27.000","","17.400","","16.100",""
"C0Z290","2020-02-08 17:00:00","946.000","343.000","0.300","10.400","1.000","917.100","","3.000","-99.000","-99.000","-99.000","12.600","","10.400",""
"C0V680","2020-02-08 17:00:00","40.000","344.000","2.900","22.300","0.610","1015.400","","0.000","-99.000","-99.000","-99.000","24.000","","14.700",""
"C0F9U0","2020-02-08 17:00:00","74.000","36.000","2.100","17.900","0.630","1012.300","","0.000","13.300","26.000","","21.100","","15.300",""
"C0AI10","2020-02-08 17:00:00","76.000","229.000","0.700","14.300","0.940","1016.500","","0.000","-99.000","-99.000","-99.000","15.300","","13.400",""
"C0V530","2020-02-08 17:00:00","34.000","356.000","4.200","20.500","0.600","1016.200","","0.000","-99.000","-99.000","-99.000","24.000","","14.500",""
"C0R550","2020-02-08 17:00:00","38.000","232.000","3.200","22.100","0.700","1016.700","","0.000","-99.000","-99.000","-99.000","24.900","","14.100",""
"C0F9L0","2020-02-08 17:00:00","253.000","37.000","4.300","15.500","0.750","991.800","","0.000","12.400","55.000","","18.500","","13.700",""
"C0A950","2020-02-08 17:00:00","60.000","358.000","7.700","16.100","0.660","1019.200","","0.000","-99.000","-99.000","-99.000","17.100","","15.800",""
"C0R160","2020-02-08 17:00:00","45.000","306.000","2.200","23.800","0.620","1014.000","","0.000","-99.000","-99.000","-99.000","25.700","","14.600",""
"C0F9S0","2020-02-08 17:00:00","43.000","3.000","5.000","17.900","0.620","1016.500","","0.000","12.000","354.000","","20.700","","15.100",""
"C0M820","2020-02-08 17:00:00","980.000","255.000","1.400","18.200","0.670","910.700","","0.000","-99.000","-99.000","-99.000","20.700","","12.600",""
"C0G870","2020-02-08 17:00:00","12.000","19.000","4.200","16.300","0.720","1021.600","","0.000","12.000","51.000","","18.400","","15.400",""
"C0R530","2020-02-08 17:00:00","16.000","250.000","3.100","21.200","0.690","1018.600","","0.000","-99.000","-99.000","-99.000","22.400","","15.600",""
"C0O840","2020-02-08 17:00:00","134.000","324.000","1.200","18.600","0.620","1003.500","","0.000","-99.000","-99.000","-99.000","22.100","","13.800",""
"C0A890","2020-02-08 17:00:00","40.000","0.000","0.100","-99.000","0.850","-99.000","","1.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-08 17:00:00","97.000","17.000","1.400","-99.000","0.750","1014.200","","0.000","7.700","46.000","","-999.000","","-999.000",""
"C0T9H0","2020-02-08 17:00:00","725.000","35.000","4.800","10.900","0.990","941.600","","1.000","-99.000","-99.000","-99.000","12.600","","10.900",""
"C0R270","2020-02-08 17:00:00","51.000","316.000","1.600","21.100","0.770","1013.700","","0.000","-99.000","-99.000","-99.000","23.900","","15.800",""
"C0O980","2020-02-08 17:00:00","18.000","359.000","2.300","19.500","0.660","1019.900","","0.000","8.400","17.000","","24.200","","14.600",""
"C0T9I0","2020-02-08 17:00:00","152.000","305.000","0.800","16.100","0.780","1007.900","","2.500","-99.000","-99.000","-99.000","17.800","","15.200",""
"C0V760","2020-02-08 17:00:00","30.000","11.000","1.800","22.300","0.580","1017.300","","0.000","-99.000","-99.000","-99.000","25.100","","15.500",""
"C0AG90","2020-02-08 17:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R570","2020-02-08 17:00:00","37.000","68.000","2.500","23.800","0.620","1014.500","","0.000","-99.000","-99.000","-99.000","25.600","","15.400",""
"C0O900","2020-02-08 17:00:00","9.000","4.000","5.000","19.300","0.780","1020.100","","0.000","-99.000","-99.000","-99.000","23.000","","14.400",""
"C0AD00","2020-02-08 17:00:00","86.000","38.000","2.300","15.400","0.790","1016.100","","0.000","10.100","17.000","","16.500","","14.700",""
"C0V700","2020-02-08 17:00:00","24.000","314.000","1.500","22.800","0.610","1016.700","","0.000","-99.000","-99.000","-99.000","23.700","","15.700",""
"C0AH00","2020-02-08 17:00:00","38.000","20.000","1.600","15.800","0.690","1021.300","","0.000","-99.000","-99.000","-99.000","16.000","","14.500",""
"C0X080","2020-02-08 17:00:00","2.000","14.000","6.300","17.600","0.690","1021.000","","0.000","11.400","13.000","","22.400","","14.200",""
"C0G910","2020-02-08 17:00:00","42.000","356.000","7.000","17.500","0.620","1017.200","","0.000","-99.000","-99.000","-99.000","20.700","","14.900",""
"C0I480","2020-02-08 17:00:00","2165.000","144.000","0.600","8.400","0.880","792.000","","0.000","-99.000","-99.000","-99.000","11.900","","4.300",""
"C0A860","2020-02-08 17:00:00","362.000","23.000","4.700","12.100","0.900","983.100","","5.000","-99.000","-99.000","-99.000","12.500","","11.000",""
"C0U940","2020-02-08 17:00:00","25.000","358.000","0.700","15.800","0.670","1024.200","","0.000","-99.000","-99.000","-99.000","17.200","","15.000",""
"C0S970","2020-02-08 17:00:00","19.000","29.000","1.600","20.000","0.700","1020.500","","1.000","-99.000","-99.000","-99.000","21.800","","19.100",""
"C0V260","2020-02-08 17:00:00","126.000","285.000","2.600","22.400","0.580","1005.400","","0.000","-99.000","-99.000","-99.000","27.700","","13.800",""
"C0H990","2020-02-08 17:00:00","3076.000","211.000","6.500","1.200","0.990","707.100","","0.000","-99.000","-99.000","-99.000","2.900","","-0.300",""
"C0F9K0","2020-02-08 17:00:00","30.000","21.000","8.300","15.500","0.750","1017.800","","0.000","16.100","25.000","","16.900","","14.700",""
"C0AH90","2020-02-08 17:00:00","660.000","0.000","0.100","10.800","0.870","952.100","","0.000","-99.000","-99.000","-99.000","13.100","","10.300",""
"C0W150","2020-02-08 17:00:00","42.000","54.000","7.000","14.000","0.670","1021.000","","0.000","12.900","61.000","","15.600","","12.900",""
"C0F000","2020-02-08 17:00:00","273.000","23.000","3.900","14.900","0.910","987.400","","0.000","13.100","31.000","","17.900","","12.300",""
"C0K410","2020-02-08 17:00:00","20.000","10.000","5.900","16.800","0.710","1018.500","","0.000","14.700","357.000","","19.700","","14.500",""
"C0R140","2020-02-08 17:00:00","740.000","276.000","1.000","17.500","0.780","938.600","","0.000","-99.000","-99.000","-99.000","19.200","","15.400",""
"C0V800","2020-02-08 17:00:00","256.000","256.000","1.800","22.000","0.640","988.600","","0.000","-99.000","-99.000","-99.000","25.000","","16.600",""
