"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0D390","2020-02-08 05:00:00","146.000","0.000","0.000","13.600","0.860","1005.300","","0.000","-99.000","-99.000","-99.000","14.300","","13.600",""
"C0E430","2020-02-08 05:00:00","258.000","2.000","2.700","13.400","0.860","996.300","","0.000","-99.000","-99.000","-99.000","14.300","","13.400",""
"C0O990","2020-02-08 05:00:00","18.000","17.000","1.900","15.000","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","15.600","","15.000",""
"CM0010","2020-02-08 05:00:00","68.000","55.000","1.700","14.600","0.720","1017.500","","0.500","-99.000","-99.000","-99.000","15.200","","14.600",""
"C0K500","2020-02-08 05:00:00","12.000","24.000","2.900","14.700","0.860","1018.600","","0.000","-99.000","-99.000","-99.000","15.600","","14.700",""
"C0X260","2020-02-08 05:00:00","39.000","35.000","2.900","14.800","0.880","1016.800","","0.000","-99.000","-99.000","-99.000","15.600","","14.700",""
"C0ACA0","2020-02-08 05:00:00","25.000","13.000","1.600","15.100","0.720","1020.900","","0.000","-99.000","-99.000","-99.000","16.200","","15.000",""
"C0X180","2020-02-08 05:00:00","62.000","356.000","1.400","15.200","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","15.600","","15.100",""
"C0F930","2020-02-08 05:00:00","100.000","32.000","1.100","15.800","0.880","1009.600","","0.000","-99.000","-99.000","-99.000","16.400","","15.800",""
"C0I010","2020-02-08 05:00:00","1562.000","52.000","0.300","11.000","0.760","853.000","","0.000","-99.000","-99.000","-99.000","11.700","","10.900",""
"C0R190","2020-02-08 05:00:00","32.000","17.000","0.400","15.400","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","18.000","","15.400",""
"C0E420","2020-02-08 05:00:00","19.000","44.000","3.700","14.700","0.730","1019.500","","0.000","10.500","47.000","","15.400","","14.700",""
"C0W160","2020-02-08 05:00:00","49.000","36.000","15.500","12.000","0.830","1016.000","","0.000","-99.000","-99.000","-99.000","12.600","","12.000",""
"C0I460","2020-02-08 05:00:00","110.000","33.000","1.200","15.000","0.880","1008.500","","0.000","-99.000","-99.000","-99.000","15.900","","14.900",""
"C0A9F0","2020-02-08 05:00:00","35.000","87.000","0.900","15.300","0.720","1021.500","","0.000","-99.000","-99.000","-99.000","16.200","","15.300",""
"C0F9A0","2020-02-08 05:00:00","425.000","73.000","0.900","12.800","1.000","971.200","","0.000","-99.000","-99.000","-99.000","13.200","","12.500",""
"C0O950","2020-02-08 05:00:00","4.000","351.000","1.900","15.200","0.880","1019.400","","0.000","-99.000","-99.000","-99.000","15.900","","15.200",""
"C0M760","2020-02-08 05:00:00","40.000","24.000","1.200","14.800","0.850","1016.500","","0.000","-99.000","-99.000","-99.000","15.800","","14.800",""
"C0AH70","2020-02-08 05:00:00","34.000","34.000","0.700","15.700","0.630","1021.300","","0.000","-99.000","-99.000","-99.000","16.300","","15.700",""
"C0V250","2020-02-08 05:00:00","298.000","32.000","0.900","13.900","0.990","985.400","","0.000","-99.000","-99.000","-99.000","14.100","","12.800",""
"C0U980","2020-02-08 05:00:00","573.000","310.000","2.700","10.900","1.000","959.100","","0.000","7.800","326.000","","11.400","","10.900",""
"C0S740","2020-02-08 05:00:00","289.000","32.000","1.400","15.300","0.960","990.300","","0.000","-99.000","-99.000","-99.000","16.600","","15.300",""
"C0A940","2020-02-08 05:00:00","49.000","17.000","1.500","14.700","0.780","1019.900","","0.000","6.600","360.000","","16.000","","14.700",""
"C0A920","2020-02-08 05:00:00","196.000","27.000","2.400","13.200","0.810","1001.200","","0.000","-99.000","-99.000","-99.000","14.400","","13.200",""
"C0T870","2020-02-08 05:00:00","135.000","150.000","0.700","15.400","0.990","1007.300","","1.000","-99.000","-99.000","-99.000","16.100","","15.400",""
"C0O930","2020-02-08 05:00:00","69.000","0.000","0.000","15.100","1.000","1013.600","","0.000","-99.000","-99.000","-99.000","15.500","","14.500",""
"C0AI40","2020-02-08 05:00:00","37.000","348.000","2.500","15.300","0.660","1020.700","","0.000","7.700","342.000","","16.800","","15.300",""
"C0C460","2020-02-08 05:00:00","482.000","0.000","0.000","12.000","0.900","968.700","","0.000","-99.000","-99.000","-99.000","12.600","","12.000",""
"C0E520","2020-02-08 05:00:00","320.000","293.000","0.700","13.200","0.920","985.800","","0.000","-99.000","-99.000","-99.000","13.800","","13.200",""
"C0T9D0","2020-02-08 05:00:00","7.000","285.000","0.500","17.400","0.790","1022.600","","0.000","-99.000","-99.000","-99.000","18.200","","17.200",""
"C0I390","2020-02-08 05:00:00","1184.000","89.000","1.800","11.200","0.860","891.400","","0.000","-99.000","-99.000","-99.000","11.700","","10.600",""
"C0B020","2020-02-08 05:00:00","86.000","354.000","6.200","15.200","0.750","1012.900","","0.000","13.200","14.000","","16.300","","15.200",""
"CM0170","2020-02-08 05:00:00","106.000","66.000","2.000","14.600","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","15.200","","14.600",""
"C0F860","2020-02-08 05:00:00","2215.000","210.000","2.400","7.400","0.910","783.900","","0.000","-99.000","-99.000","-99.000","8.300","","7.400",""
"C0U890","2020-02-08 05:00:00","116.000","236.000","0.400","15.200","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","15.700","","15.100",""
"C0G800","2020-02-08 05:00:00","15.000","33.000","6.000","15.100","0.850","1019.400","","0.000","11.600","41.000","","15.900","","15.100",""
"C0F850","2020-02-08 05:00:00","379.000","0.000","0.200","13.000","0.930","977.400","","0.000","-99.000","-99.000","-99.000","13.900","","13.000",""
"C0AH50","2020-02-08 05:00:00","275.000","18.000","3.600","-99.000","-99.000","992.200","","0.000","8.800","6.000","","-999.000","","-999.000",""
"C0Z160","2020-02-08 05:00:00","124.000","358.000","0.400","16.000","0.940","1010.000","","0.500","-99.000","-99.000","-99.000","16.600","","16.000",""
"C0R540","2020-02-08 05:00:00","17.000","9.000","2.700","16.600","0.930","1018.100","","0.000","-99.000","-99.000","-99.000","18.700","","16.500",""
"C0K480","2020-02-08 05:00:00","56.000","27.000","1.900","13.800","0.990","1014.300","","0.000","-99.000","-99.000","-99.000","14.700","","13.800",""
"C0H890","2020-02-08 05:00:00","440.000","0.000","0.200","14.000","0.980","969.600","","0.000","-99.000","-99.000","-99.000","14.800","","13.500",""
"C0S770","2020-02-08 05:00:00","375.000","91.000","0.900","16.600","0.920","978.800","","0.000","-99.000","-99.000","-99.000","17.400","","16.600",""
"C0X230","2020-02-08 05:00:00","29.000","11.000","3.400","14.100","0.870","1018.800","","0.000","-99.000","-99.000","-99.000","14.900","","14.100",""
"C0B010","2020-02-08 05:00:00","38.000","11.000","1.600","15.200","0.780","1018.400","","0.500","-99.000","-99.000","-99.000","16.400","","15.000",""
"C0R490","2020-02-08 05:00:00","49.000","7.000","1.700","15.500","0.960","1013.800","","0.000","-99.000","-99.000","-99.000","16.800","","15.500",""
"C0V440","2020-02-08 05:00:00","27.000","307.000","1.200","15.100","0.910","1016.900","","0.000","-99.000","-99.000","-99.000","15.800","","15.000",""
"C0SA40","2020-02-08 05:00:00","200.000","334.000","1.400","16.600","0.890","999.900","","0.000","-99.000","-99.000","-99.000","17.500","","16.600",""
"C0Z280","2020-02-08 05:00:00","224.000","185.000","0.300","15.200","0.990","998.800","","0.500","-99.000","-99.000","-99.000","16.700","","15.200",""
"C0Z070","2020-02-08 05:00:00","247.000","335.000","0.500","14.800","0.990","994.300","","0.500","-99.000","-99.000","-99.000","15.700","","14.700",""
"CM0180","2020-02-08 05:00:00","313.000","0.000","0.000","15.700","0.920","984.600","","0.000","-99.000","-99.000","-99.000","18.100","","15.400",""
"C0T9N0","2020-02-08 05:00:00","261.000","58.000","1.800","15.300","0.980","993.000","","0.000","-99.000","-99.000","-99.000","16.500","","15.300",""
"C0K470","2020-02-08 05:00:00","97.000","31.000","0.800","14.800","0.990","1009.500","","0.000","-99.000","-99.000","-99.000","15.200","","14.300",""
"C0R720","2020-02-08 05:00:00","214.000","8.000","7.800","19.000","0.860","996.400","","0.500","13.900","9.000","","19.300","","18.700",""
"C0V650","2020-02-08 05:00:00","28.000","23.000","5.300","15.300","0.900","1019.100","","0.000","-99.000","-99.000","-99.000","15.800","","15.300",""
"C0H9C0","2020-02-08 05:00:00","3402.000","303.000","1.300","-0.800","0.960","676.200","","0.000","-99.000","-99.000","-99.000","0.100","","-0.800",""
"C0U780","2020-02-08 05:00:00","15.000","358.000","0.600","16.200","0.830","1023.500","","0.000","-99.000","-99.000","-99.000","16.500","","16.100",""
"C0U760","2020-02-08 05:00:00","22.000","282.000","1.200","15.600","0.840","1023.700","","0.500","-99.000","-99.000","-99.000","16.700","","14.900",""
"C0X290","2020-02-08 05:00:00","10.000","31.000","6.500","15.600","0.840","1019.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.600",""
"C0E830","2020-02-08 05:00:00","37.000","38.000","3.400","15.500","0.760","1017.800","","0.000","10.500","8.000","","16.200","","15.500",""
"C0K330","2020-02-08 05:00:00","38.000","14.000","1.400","14.300","0.870","1016.300","","0.000","-99.000","-99.000","-99.000","15.100","","14.300",""
"C0M660","2020-02-08 05:00:00","40.000","20.000","3.400","14.600","0.840","1016.900","","0.000","-99.000","-99.000","-99.000","15.400","","14.600",""
"C0D580","2020-02-08 05:00:00","120.000","0.000","0.000","13.900","0.850","1009.600","","0.000","-99.000","-99.000","-99.000","14.400","","13.900",""
"C0R640","2020-02-08 05:00:00","21.000","48.000","2.400","16.000","0.960","1018.700","","0.000","-99.000","-99.000","-99.000","17.500","","16.000",""
"C0E810","2020-02-08 05:00:00","53.000","25.000","4.200","14.200","0.840","1017.100","","0.000","-99.000","-99.000","-99.000","14.800","","14.200",""
"C0G830","2020-02-08 05:00:00","27.000","12.000","3.600","15.000","0.870","1016.300","","0.000","-99.000","-99.000","-99.000","15.600","","15.000",""
"C0A550","2020-02-08 05:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-08 05:00:00","31.000","5.000","3.600","14.900","0.810","1018.400","","0.000","-99.000","-99.000","-99.000","15.800","","14.900",""
"C0Z270","2020-02-08 05:00:00","343.000","343.000","0.500","14.600","0.960","983.900","","1.500","-99.000","-99.000","-99.000","15.400","","14.600",""
"C0UA30","2020-02-08 05:00:00","1397.000","109.000","0.400","7.100","1.000","866.900","","2.500","-99.000","-99.000","-99.000","8.000","","7.100",""
"C0I080","2020-02-08 05:00:00","536.000","0.000","0.000","12.900","0.950","962.000","","0.000","-99.000","-99.000","-99.000","13.700","","12.900",""
"C0UA00","2020-02-08 05:00:00","392.000","0.000","0.000","12.900","0.980","979.700","","0.000","-99.000","-99.000","-99.000","13.500","","12.900",""
"C0AD40","2020-02-08 05:00:00","32.000","74.000","0.800","15.000","0.770","1021.100","","0.000","-99.000","-99.000","-99.000","15.100","","14.400",""
"C0G900","2020-02-08 05:00:00","20.000","25.000","5.200","15.800","0.850","1017.600","","0.000","15.400","43.000","","16.500","","15.800",""
"C0S660","2020-02-08 05:00:00","794.000","165.000","0.900","13.400","1.000","933.800","","0.000","-99.000","-99.000","-99.000","14.600","","13.400",""
"C0M640","2020-02-08 05:00:00","155.000","18.000","1.300","14.400","0.990","1002.600","","0.000","-99.000","-99.000","-99.000","14.900","","14.400",""
"C0R660","2020-02-08 05:00:00","20.000","67.000","2.400","16.700","0.900","1018.800","","0.000","-99.000","-99.000","-99.000","18.400","","16.500",""
"C0UA10","2020-02-08 05:00:00","1711.000","0.000","0.000","5.700","1.000","837.000","","0.500","-99.000","-99.000","-99.000","6.700","","5.600",""
"C0V770","2020-02-08 05:00:00","26.000","338.000","1.000","15.200","0.900","1017.300","","0.000","-99.000","-99.000","-99.000","15.700","","15.200",""
"C0E730","2020-02-08 05:00:00","26.000","43.000","2.400","15.100","0.730","1019.100","","0.000","8.300","52.000","","15.700","","15.100",""
"C0V810","2020-02-08 05:00:00","32.000","330.000","2.100","15.200","1.000","1015.800","","0.000","-99.000","-99.000","-99.000","15.700","","15.200",""
"C0A9C0","2020-02-08 05:00:00","35.000","20.000","4.800","15.000","0.740","1020.900","","0.000","10.100","20.000","","16.600","","15.000",""
"C0X310","2020-02-08 05:00:00","9.000","20.000","7.200","15.600","0.810","1020.400","","0.000","-99.000","-99.000","-99.000","16.500","","15.600",""
"C0K280","2020-02-08 05:00:00","23.000","15.000","4.300","15.000","0.830","1020.600","","0.000","9.900","28.000","","16.100","","15.000",""
"C0M650","2020-02-08 05:00:00","20.000","12.000","3.200","14.800","0.840","1019.000","","0.000","-99.000","-99.000","-99.000","15.600","","14.800",""
"C0S910","2020-02-08 05:00:00","212.000","119.000","1.500","19.800","0.990","997.500","","0.000","9.400","100.000","","20.300","","19.600",""
"C0D570","2020-02-08 05:00:00","15.000","21.000","0.800","14.700","0.790","1022.300","","0.000","6.200","14.000","","15.500","","14.700",""
"C0M710","2020-02-08 05:00:00","15.000","13.000","2.800","15.300","0.810","1019.300","","0.000","8.800","6.000","","16.200","","15.300",""
"C0V490","2020-02-08 05:00:00","20.000","349.000","2.000","15.900","0.990","1018.300","","0.000","-99.000","-99.000","-99.000","16.500","","15.900",""
"C0E870","2020-02-08 05:00:00","34.000","39.000","4.600","15.200","0.740","1021.000","","0.000","-99.000","-99.000","-99.000","15.800","","15.200",""
"C0M800","2020-02-08 05:00:00","440.000","0.000","0.000","15.500","0.900","970.200","","0.000","-99.000","-99.000","-99.000","15.800","","14.800",""
"C0A570","2020-02-08 05:00:00","360.000","115.000","0.400","12.100","0.990","983.200","","1.500","-99.000","-99.000","-99.000","12.900","","12.000",""
"C0S790","2020-02-08 05:00:00","236.000","359.000","1.100","16.500","0.940","996.500","","0.000","-99.000","-99.000","-99.000","17.000","","16.500",""
"C0D590","2020-02-08 05:00:00","143.000","48.000","4.300","13.600","0.770","1008.000","","0.000","12.300","40.000","","14.700","","13.600",""
"CM0190","2020-02-08 05:00:00","280.000","63.000","1.800","12.800","0.870","990.500","","0.000","-99.000","-99.000","-99.000","13.700","","12.800",""
"C0W130","2020-02-08 05:00:00","18.000","21.000","7.500","16.700","0.780","1018.300","","0.000","18.700","23.000","","17.000","","16.600",""
"C0F9R0","2020-02-08 05:00:00","20.000","50.000","3.300","15.400","1.000","1020.000","","0.000","-99.000","-99.000","-99.000","15.900","","15.400",""
"C0V660","2020-02-08 05:00:00","25.000","18.000","2.000","15.300","0.910","1018.700","","0.000","-99.000","-99.000","-99.000","15.700","","15.300",""
"C0G780","2020-02-08 05:00:00","27.000","26.000","2.400","15.600","0.820","1017.800","","0.000","7.600","4.000","","16.200","","15.600",""
"C0C590","2020-02-08 05:00:00","72.000","28.000","3.000","14.100","0.700","1015.400","","0.000","8.900","11.000","","15.300","","14.100",""
"C0M790","2020-02-08 05:00:00","15.000","26.000","2.000","14.600","0.830","1018.100","","0.000","-99.000","-99.000","-99.000","15.500","","14.600",""
"C0R130","2020-02-08 05:00:00","1040.000","99.000","1.900","14.700","0.800","902.200","","0.000","-99.000","-99.000","-99.000","15.400","","14.000",""
"C0AH30","2020-02-08 05:00:00","755.000","320.000","3.800","10.600","1.000","937.600","","1.500","9.700","354.000","","11.600","","10.600",""
"C0X170","2020-02-08 05:00:00","50.000","42.000","1.800","15.200","0.970","1014.200","","0.000","-99.000","-99.000","-99.000","15.800","","15.200",""
"C0K291","2020-02-08 05:00:00","8.000","15.000","4.800","15.400","0.820","1020.300","","0.000","10.300","6.000","","16.500","","15.400",""
"C0D480","2020-02-08 05:00:00","223.000","50.000","0.300","12.800","0.960","997.000","","0.000","-99.000","-99.000","-99.000","14.200","","12.800",""
"C0F0C0","2020-02-08 05:00:00","983.000","0.000","0.200","14.100","0.790","909.800","","0.000","-99.000","-99.000","-99.000","14.100","","12.800",""
"C0U860","2020-02-08 05:00:00","5.000","38.000","3.400","16.600","0.750","1024.500","","0.000","-99.000","-99.000","-99.000","16.900","","16.300",""
"C0UA50","2020-02-08 05:00:00","808.000","323.000","3.200","9.600","1.000","931.200","","2.000","-99.000","-99.000","-99.000","10.300","","9.600",""
"C0X320","2020-02-08 05:00:00","30.000","13.000","4.100","15.400","0.850","1016.600","","0.000","-99.000","-99.000","-99.000","15.900","","15.300",""
"C0T960","2020-02-08 05:00:00","120.000","0.000","0.000","15.800","0.990","1009.200","","0.500","-99.000","-99.000","-99.000","16.300","","15.800",""
"C0SA80","2020-02-08 05:00:00","136.000","0.000","0.100","18.600","0.890","1006.200","","0.000","-99.000","-99.000","-99.000","20.900","","18.600",""
"C0E780","2020-02-08 05:00:00","160.000","280.000","0.800","14.300","0.860","1003.800","","0.000","-99.000","-99.000","-99.000","14.700","","14.300",""
"C0F9Q0","2020-02-08 05:00:00","149.000","284.000","0.700","14.400","0.860","1003.200","","0.000","-99.000","-99.000","-99.000","15.300","","14.400",""
"C0F9X0","2020-02-08 05:00:00","166.000","41.000","3.800","14.100","0.920","1001.800","","0.000","-99.000","-99.000","-99.000","14.900","","14.100",""
"C0F0D0","2020-02-08 05:00:00","3171.000","303.000","1.000","-0.500","1.000","698.600","","0.000","-99.000","-99.000","-99.000","0.600","","-0.600",""
"C0S730","2020-02-08 05:00:00","110.000","50.000","12.700","18.200","0.910","1008.900","","0.000","20.400","53.000","","19.200","","18.100",""
"C0T790","2020-02-08 05:00:00","2830.000","289.000","1.700","3.400","0.800","728.100","","0.000","11.300","246.000","","4.900","","3.300",""
"C0M830","2020-02-08 05:00:00","540.000","336.000","0.500","14.400","0.910","959.700","","0.000","-99.000","-99.000","-99.000","15.900","","14.400",""
"C0V750","2020-02-08 05:00:00","50.000","23.000","2.600","15.600","0.870","1015.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0K530","2020-02-08 05:00:00","12.000","35.000","5.700","15.900","0.770","1019.800","","0.000","13.300","48.000","","16.800","","15.900",""
"C0M780","2020-02-08 05:00:00","30.000","45.000","1.600","14.500","0.850","1017.700","","0.000","-99.000","-99.000","-99.000","15.300","","14.500",""
"C0V360","2020-02-08 05:00:00","94.000","353.000","0.800","15.000","0.940","1009.200","","0.000","-99.000","-99.000","-99.000","15.100","","14.700",""
"C0K510","2020-02-08 05:00:00","10.000","15.000","3.400","15.100","0.800","1019.000","","0.000","9.700","10.000","","15.900","","15.100",""
"C0D650","2020-02-08 05:00:00","97.000","45.000","5.200","14.000","0.740","1012.900","","0.000","10.300","42.000","","15.100","","14.000",""
"C0V630","2020-02-08 05:00:00","19.000","9.000","3.300","15.000","0.870","1020.500","","0.000","-99.000","-99.000","-99.000","15.600","","15.000",""
"C0U910","2020-02-08 05:00:00","17.000","318.000","1.500","16.500","0.780","1022.700","","0.000","-99.000","-99.000","-99.000","16.600","","15.900",""
"C0U600","2020-02-08 05:00:00","10.000","344.000","0.900","15.800","0.810","1023.200","","0.000","-99.000","-99.000","-99.000","16.600","","15.800",""
"C0G820","2020-02-08 05:00:00","29.000","14.000","0.500","14.100","0.920","1018.200","","0.000","-99.000","-99.000","-99.000","15.100","","14.100",""
"C0R590","2020-02-08 05:00:00","72.000","4.000","3.600","14.900","0.990","1011.700","","0.000","-99.000","-99.000","-99.000","15.700","","14.900",""
"C0A9E0","2020-02-08 05:00:00","26.000","24.000","1.700","15.500","0.670","1022.500","","0.000","-99.000","-99.000","-99.000","16.500","","15.500",""
"C0R480","2020-02-08 05:00:00","57.000","12.000","0.900","15.100","0.960","1013.800","","0.000","-99.000","-99.000","-99.000","16.400","","15.100",""
"C0X300","2020-02-08 05:00:00","70.000","18.000","1.600","15.200","0.890","1012.500","","0.000","-99.000","-99.000","-99.000","15.600","","15.200",""
"C0U970","2020-02-08 05:00:00","7.000","15.000","2.500","16.300","0.710","1025.100","","0.000","-99.000","-99.000","-99.000","16.700","","16.300",""
"C0R340","2020-02-08 05:00:00","230.000","23.000","2.600","17.200","0.950","994.000","","0.000","-99.000","-99.000","-99.000","18.300","","17.200",""
"C0M750","2020-02-08 05:00:00","10.000","25.000","5.900","15.300","0.800","1019.500","","0.000","-99.000","-99.000","-99.000","16.000","","15.300",""
"C0I110","2020-02-08 05:00:00","161.000","31.000","1.700","15.300","0.930","1002.900","","0.000","-99.000","-99.000","-99.000","15.900","","15.300",""
"C0V370","2020-02-08 05:00:00","74.000","9.000","0.400","14.900","0.960","1012.600","","0.000","-99.000","-99.000","-99.000","15.300","","14.900",""
"C0C690","2020-02-08 05:00:00","242.000","49.000","3.400","12.700","0.730","995.800","","0.000","-99.000","-99.000","-99.000","13.400","","12.700",""
"C0A540","2020-02-08 05:00:00","401.000","347.000","1.200","11.600","1.000","976.900","","0.500","-99.000","-99.000","-99.000","12.400","","11.600",""
"C0SA60","2020-02-08 05:00:00","6.000","352.000","1.900","18.700","0.810","1021.000","","0.000","-99.000","-99.000","-99.000","19.500","","18.700",""
"C0H950","2020-02-08 05:00:00","192.000","297.000","0.500","13.900","0.990","999.400","","0.000","-99.000","-99.000","-99.000","14.500","","13.800",""
"C0O960","2020-02-08 05:00:00","112.000","22.000","2.000","14.500","0.950","1007.400","","0.000","-99.000","-99.000","-99.000","14.800","","14.500",""
"C0E880","2020-02-08 05:00:00","507.000","62.000","6.500","12.100","0.990","962.500","","0.000","11.900","75.000","","12.900","","12.100",""
"C0AH10","2020-02-08 05:00:00","30.000","66.000","2.100","16.000","0.840","1021.000","","0.000","-99.000","-99.000","-99.000","16.400","","16.000",""
"C0R680","2020-02-08 05:00:00","13.000","44.000","4.100","20.200","0.880","1019.600","","4.500","-99.000","-99.000","-99.000","21.300","","20.100",""
"C0X210","2020-02-08 05:00:00","38.000","31.000","3.900","15.400","0.900","1014.600","","0.000","-99.000","-99.000","-99.000","16.000","","15.400",""
"C0D430","2020-02-08 05:00:00","87.000","74.000","0.400","14.600","0.820","1012.200","","0.000","-99.000","-99.000","-99.000","15.300","","14.600",""
"C0AD30","2020-02-08 05:00:00","20.000","0.000","0.100","15.800","0.670","1020.300","","0.000","-99.000","-99.000","-99.000","16.700","","15.700",""
"C0R240","2020-02-08 05:00:00","87.000","359.000","0.300","14.900","0.940","1009.400","","0.000","-99.000","-99.000","-99.000","17.900","","14.900",""
"C0AI30","2020-02-08 05:00:00","26.000","62.000","2.800","15.800","0.760","1022.800","","0.000","-99.000","-99.000","-99.000","16.600","","15.800",""
"C0U960","2020-02-08 05:00:00","1885.000","5.000","3.600","3.800","0.990","818.300","","0.000","-99.000","-99.000","-99.000","4.900","","3.800",""
"C0T9E0","2020-02-08 05:00:00","415.000","8.000","1.000","14.000","0.950","976.000","","2.500","-99.000","-99.000","-99.000","14.500","","14.000",""
"C0D550","2020-02-08 05:00:00","1956.000","136.000","0.400","7.500","0.700","814.800","","0.000","-99.000","-99.000","-99.000","8.300","","6.500",""
"C0C630","2020-02-08 05:00:00","209.000","79.000","1.900","12.800","0.860","999.900","","0.000","-99.000","-99.000","-99.000","13.700","","12.800",""
"C0G890","2020-02-08 06:00:00","24.000","10.000","8.700","15.200","0.860","1018.700","","0.000","15.700","8.000","","16.200","","15.200",""
"C0I540","2020-02-08 06:00:00","3344.000","-99.000","-99.000","-1.100","1.000","682.000","","-99.000","-99.000","-99.000","-99.000","-0.400","","-1.300",""
"C0K390","2020-02-08 06:00:00","31.000","19.000","2.600","14.200","0.870","1017.700","","0.000","-99.000","-99.000","-99.000","15.500","","14.200",""
"C0T9A0","2020-02-08 06:00:00","498.000","46.000","0.500","12.600","0.990","966.500","","1.500","-99.000","-99.000","-99.000","13.300","","12.600",""
"C0AH40","2020-02-08 06:00:00","426.000","13.000","2.400","12.100","0.930","973.900","","0.500","8.400","1.000","","13.500","","11.900",""
"C0X280","2020-02-08 06:00:00","22.000","38.000","4.900","14.600","0.840","1018.700","","0.000","-99.000","-99.000","-99.000","15.700","","14.600",""
"C0V620","2020-02-08 06:00:00","18.000","17.000","2.300","14.900","0.890","1018.400","","0.000","-99.000","-99.000","-99.000","15.500","","14.900",""
"C0H960","2020-02-08 06:00:00","120.000","0.000","0.100","14.100","1.000","1005.900","","0.000","-99.000","-99.000","-99.000","16.100","","14.000",""
"C0M530","2020-02-08 06:00:00","1385.000","77.000","1.100","11.400","0.700","873.200","","0.000","-99.000","-99.000","-99.000","13.300","","10.900",""
"C0R170","2020-02-08 06:00:00","26.000","0.000","0.100","14.900","1.000","1017.700","","0.000","-99.000","-99.000","-99.000","16.500","","14.900",""
"C0I420","2020-02-08 06:00:00","305.000","61.000","0.600","13.700","0.970","985.700","","0.000","-99.000","-99.000","-99.000","14.800","","13.500",""
"C0A640","2020-02-08 06:00:00","241.000","0.000","0.000","11.800","0.950","999.200","","0.500","-99.000","-99.000","-99.000","13.100","","11.800",""
"C0A930","2020-02-08 06:00:00","216.000","323.000","0.700","12.900","0.840","998.800","","0.000","-99.000","-99.000","-99.000","13.900","","12.800",""
"C0F9M0","2020-02-08 06:00:00","230.000","23.000","1.600","13.400","0.930","994.600","","0.000","-99.000","-99.000","-99.000","14.300","","13.400",""
"C0AC40","2020-02-08 06:00:00","1079.000","50.000","5.500","6.100","0.990","900.200","","1.000","12.100","48.000","","7.800","","6.000",""
"C0AI00","2020-02-08 06:00:00","188.000","24.000","2.400","13.100","0.880","1004.000","","0.000","8.800","19.000","","14.300","","13.100",""
"C0T9M0","2020-02-08 06:00:00","92.000","336.000","3.200","16.400","0.960","1015.000","","1.500","-99.000","-99.000","-99.000","16.900","","16.400",""
"C0S960","2020-02-08 06:00:00","32.000","3.000","1.500","19.400","0.760","1018.900","","0.000","-99.000","-99.000","-99.000","20.200","","19.200",""
"C0K430","2020-02-08 06:00:00","30.000","350.000","2.500","14.500","0.870","1019.000","","0.000","-99.000","-99.000","-99.000","15.700","","14.500",""
"C0Z170","2020-02-08 06:00:00","199.000","0.000","0.000","16.900","0.950","1002.500","","0.000","-99.000","-99.000","-99.000","18.300","","16.600",""
"C0Z100","2020-02-08 06:00:00","36.000","238.000","0.500","16.100","0.980","1021.300","","1.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0U710","2020-02-08 06:00:00","1942.000","203.000","0.400","3.700","0.990","811.500","","0.000","-99.000","-99.000","-99.000","4.800","","3.300",""
"C0SA30","2020-02-08 06:00:00","92.000","13.000","2.800","18.000","0.790","1013.200","","0.000","-99.000","-99.000","-99.000","18.200","","17.700",""
"C0V500","2020-02-08 06:00:00","6.000","21.000","1.400","15.900","0.910","1018.300","","0.000","-99.000","-99.000","-99.000","16.600","","15.900",""
"CM0160","2020-02-08 06:00:00","159.000","26.000","0.300","14.100","0.930","1004.000","","0.000","-99.000","-99.000","-99.000","14.500","","14.100",""
"C0V350","2020-02-08 06:00:00","36.000","246.000","0.600","14.000","0.970","1017.600","","0.000","-99.000","-99.000","-99.000","16.100","","14.000",""
"C0AI10","2020-02-08 06:00:00","76.000","317.000","0.500","13.600","0.930","1015.800","","0.000","-99.000","-99.000","-99.000","14.700","","13.600",""
"C0V530","2020-02-08 06:00:00","34.000","40.000","2.400","14.700","1.000","1016.200","","0.000","-99.000","-99.000","-99.000","15.300","","14.500",""
"C0R550","2020-02-08 06:00:00","38.000","357.000","1.700","14.500","1.000","1017.000","","0.000","-99.000","-99.000","-99.000","18.000","","14.500",""
"C0F9L0","2020-02-08 06:00:00","253.000","33.000","3.500","14.100","0.880","991.700","","0.000","-99.000","-99.000","-99.000","15.200","","14.000",""
"C0A950","2020-02-08 06:00:00","60.000","345.000","9.600","16.200","0.710","1017.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0R160","2020-02-08 06:00:00","45.000","359.000","0.500","14.700","0.990","1014.600","","0.000","-99.000","-99.000","-99.000","15.900","","14.700",""
